content,score,label,clean
"sumpah ini shoope kenapa maksa bngt dah? gua tiap buka apk t1ktok, apk merah dan apk lain nya yang muncul malah iklan shoope ini kenapa sih?? trus juga gua beli rok stripe pink udah 2minggu blum nyampe' katanya mau datang hari ini tapi gak juga, di tunggu lagi besokannya engga juga, sampe 2minggu lebih baru nyampe sering bngt kek gt",2,negatif,sumpah shoope maksa bngt dah gua tiap buka apk tktok apk merah apk nya muncul malah iklan shoope kenapa sih trus gua beli rok stripe pink udah minggu blum nyampe katanya mau datang hari tapi gak di tunggu besokannya engga sampe minggu lebih baru nyampe sering bngt kek gt
pesan yang datang tidak sesuai,1,negatif,pesan datang sesuai
barang sering tidak sesuai s sell Singapore,1,negatif,barang sering sesuai s sell singapore
gakk usah donload gua donload shopee memo gua full🫠,1,negatif,gakk usah donload gua donload shopee memo gua full
Shopee sekarang tidak bisa COD,4,positif,shopee sekarang bisa cod
harga sangat mahal dibanding kompetitor,1,negatif,harga sangat mahal dibanding kompetitor
kureng,1,negatif,kureng
hok cuh!!,1,negatif,hok cuh
"ngerusuh, muncul Mulu iklannya..",1,negatif,ngerusuh muncul mulu iklannya
shopee mantapp.. sangat direkomendasikan untuk belanja Online..👍👍,5,positif,shopee mantapp sangat direkomendasikan belanja online
appk tdk berguna,1,negatif,appk tdk berguna
"Aplikasi shopee terkadang terjadi lag saat di gunakan, mohon segera di atasi.",1,negatif,aplikasi shopee terkadang terjadi lag gunakan mohon segera di atasi
payah mau retur barang gk bisa karna mau upload foto dan video gk bisa.. mau kasih bukti foto ato video barang sudah terkirim jg gk bisa,3,netral,payah mau retur barang gk karna mau upload foto video gk mau kasih bukti foto ato video barang terkirim jg gk
banyak iklan,1,negatif,banyak iklan
kebanyakan iklan,1,negatif,kebanyakan iklan
buruk,1,negatif,buruk
Jan belanja di sini guys bikin rupiah menurun,1,negatif,jan belanja sini guys bikin rupiah menurun
APLIKASI JELEK IH MASA AKU PESEN CASE WARNA PINK DATENGNYA BIRUU ANEHH IHH,1,negatif,aplikasi jelek ih masa aku pesen case warna pink datengnya biruu anehh ihh
sangat puas,5,positif,sangat puas
aku mau beli marlong di sini malah GK ada soalnya di toko Madura sebelah lagi tutup,1,negatif,aku mau beli marlong sini malah gk soalnya toko madura sebelah tutup
saya sangat kecewa yang saya pesan baju kenapa yang datang celana dalam? anda menghina saya? #sellsingapura,1,negatif,sangat kecewa pesan baju yang datang celana anda menghina saya sellsingapura
boikot,1,negatif,boikot
"Iklannya mengganggu banget hampir di setiap apk, mana monoton pula kurang kreatif.",1,negatif,iklannya mengganggu banget hampir setiap apk mana monoton kurang kreatif
berat bngt,1,negatif,berat bngt
mantap 👍👍👍👍,5,positif,mantap 
iklanmu ngganggu orang nugas. IKAN TONGKOL!!!,1,negatif,iklanmu ngganggu orang nugas ikan tongkol
"Biaya Admin Makin Ga Ngotak, Mencekik Seller Umkm!!!",1,negatif,biaya admin makin ga ngotak mencekik seller umkm
"jelek, kurir minta tambahan ongkos klo dianter sampai rumah, udah gitu iklan ngga sesuai sama produk",1,negatif,jelek kurir minta tambahan ongkos klo dianter rumah udah gitu iklan ngga sesuai sama produk
apk jelek yg di pesen ap yg DTG ap jgn di download we👎👎👎,1,negatif,apk jelek yg pesen ap yg dtg ap jgn download we
gak enak,1,negatif,gak enak
pengiriman ketika menggunakan aplikasi ini sering lama bahkan pernah sampai diluar batas pengiriman tapi gabisa di cancel,1,negatif,pengiriman menggunakan aplikasi sering lama bahkan pernah diluar batas pengiriman gabisa cancel
pengiriman cod sangat lambat sekali,1,negatif,pengiriman cod sangat lambat sekali
lemot,1,negatif,lemot
GK suka sama yang nganterinnya sering telat,1,negatif,gk suka sama nganterinnya sering telat
"Bagus, saranku pertahankan fitur COD nya karena ini itu kayak ciri khasnya gitu, best deh pokoknya",5,positif,bagus saranku pertahankan fitur cod nya ini kayak ciri khasnya gitu best deh pokoknya
APLIKASI JELEK!,1,negatif,aplikasi jelek
mantap.pokoky,5,positif,mantappokoky
apk jelek suka nge spam mulu iklan,1,negatif,apk jelek suka nge spam mulu iklan
pengiriman lamaa,1,negatif,pengiriman lamaa
bad ..,1,negatif,bad 
jelek promony gada jelek bgt #sellsingapore jelekkkkkkkk bintang 1,1,negatif,jelek promony gada jelek bgt sellsingapore jelekkkkkkkk bintang 
"apk Oren ga jelas ,pelit",1,negatif,apk oren ga jelas pelit
"consumer money sucking application, lots of ads, dangerous links",1,negatif,consumer money sucking application lots of ads dangerous links
bintang 1,1,negatif,bintang 
sampah,1,negatif,sampah
ini aplikasi kadang kadang ngeselin,1,negatif,aplikasi kadang kadang ngeselin
paket jelek,1,negatif,paket jelek
bagus,5,positif,bagus
buruk,1,negatif,buruk
smpah,1,negatif,smpah
jelek iw,1,negatif,jelek iw
tidak bagus,1,negatif,bagus
Sell singapore buy indonesia,1,negatif,sell singapore buy indonesia
apk jelek saya beli saya beli keyboard yg dteng mause jelek,1,negatif,apk jelek beli beli keyboard yg dteng mause jelek
"apk nya bagus si cuman dari singapore, awokawok",1,negatif,apk nya bagus si cuman singapore awokawok
vocer gak bisa si pakai!!,1,negatif,vocer gak si pakai
"aplikasi sampah, sering ngeleg² kalo lama di platfrom nya, padahal type hp gue bukan yg gampang ngeleg. intinya ini aplikasi sampah!.",1,negatif,aplikasi sampah sering ngeleg kalo lama platfrom nya padahal type hp gue bukan yg gampang ngeleg intinya aplikasi sampah
buruk sekali pengiriman nya sangat terlambat,1,negatif,buruk sekali pengiriman nya sangat terlambat
setiap buka chrome pasti disuruh ke shopee males #sellsingapore,1,negatif,buka chrome disuruh shopee males sellsingapore
"pesanan tidak sesuai, jelek",1,negatif,pesanan sesuai jelek
fiturnya kurang menarik,1,negatif,fiturnya kurang menarik
"jelek sell singapore,apk gajelas",1,negatif,jelek sell singaporeapk gajelas
mantap,5,positif,mantap
telat trus pengiriman ny,1,negatif,telat trus pengiriman ny
ketar ketir yaaa,1,negatif,ketar ketir yaaa
Mana ni shoope paylater buat aku ?,1,negatif,mana ni shoope paylater buat aku 
ga banget ya shoope,1,negatif,ga banget shoope
"kesel bgt sama iklannya. di aplikasi manapun yg muncul iklan shopee. udah mah iklannya ga menarik, ga kreatif, 11 12 sm iklan apk pinjol ilegal, lama bener kalo udah muncul, tanda silang juga dipencet susah, salah dikit kebuka shopeenya, ngembaliinnya susah. jujur, ngerugiin banget, buang² waktu nonton iklan ga kreatif. cuma ini satu² nya apk yg iklannya berjamur dan ngeselin. minjmal kalo mau ngiklan di mana² ya iklannya dibuat yg eye catching lah.",1,negatif,kesel bgt sama iklannya aplikasi manapun yg muncul iklan shopee udah mah iklannya ga menarik ga kreatif   sm iklan apk pinjol ilegal lama bener kalo udah muncul tanda silang dipencet susah salah dikit kebuka shopeenya ngembaliinnya susah jujur ngerugiin banget buang waktu nonton iklan ga kreatif cuma satu nya apk yg iklannya berjamur ngeselin minjmal kalo mau ngiklan mana iklannya dibuat yg eye catching lah
buat belanja doang,5,positif,buat belanja doang
pelanggan cs shope d bandung tolol semua alamat suka bmyk yv salah nitik alamat,1,negatif,pelanggan cs shope d bandung tolol semua alamat suka bmyk yv salah nitik alamat
artikulasi kurang jelas,1,negatif,artikulasi kurang jelas
"belanja di shopee lebih mudah dan murah, gratis ongkir",5,positif,belanja shopee lebih mudah murah gratis ongkir
👎,1,negatif,
bikin hp lag,1,negatif,bikin hp lag
"makin kesini makin jelek, ongkir makin mahal",1,negatif,makin kesini makin jelek ongkir makin mahal
"buruk, aplikasi perusak bangsa",1,negatif,buruk aplikasi perusak bangsa
pesanan cepat sampai dan memuaskan pesanan nya,5,positif,pesanan cepat dan memuaskan pesanan nya
aplikasi kontolll,1,negatif,aplikasi kontolll
Terlalu lelet pengiriman.nya,1,negatif,terlalu lelet pengirimannya
sel Singapura buy Indonesia,1,negatif,sel singapura buy indonesia
"banyak toko penipu, jangan belanja di Shopee lagi",1,negatif,banyak toko penipu jangan belanja shopee
Shopee ongkirnya mahal. Voucher nya pilih kasih,1,negatif,shopee ongkirnya mahal voucher nya pilih kasih
"tolong ya iklannya jangan dibuat langsung masuk apk nya sumpah benci kali lah sama ini aplikasi dikit"" langsung ke Shopee salah pencet dikit masuk Shopee kalo gini terus kayaknya uninstall aja biar g masuk"" apk",1,negatif,ya iklannya jangan dibuat langsung masuk apk nya sumpah benci kali lah sama aplikasi dikit langsung shopee salah pencet dikit masuk shopee kalo gini terus kayaknya uninstall aja biar g masuk apk
buruk banget masa gk sesuai tgl pengiriman nya,1,negatif,buruk banget masa gk sesuai tgl pengiriman nya
IKLAN SAMPAH! BERHENTI MENAYANGKAN IKLAN YANG MENYERUPAI LINK PHISING!!!! KAMI SEMUA SUDAH MUAK DENGAN IKLAN SHOPEE,1,negatif,iklan sampah berhenti menayangkan iklan menyerupai link phising semua muak iklan shopee
ok sopy makin istimewa,5,positif,sopy makin istimewa
busuk,1,negatif,busuk
"tolong dong kalo aku main YouTube shorts jangan sampe ada iklan dibelakang ""-""",2,negatif,dong kalo aku main youtube shorts jangan sampe iklan dibelakang 
"buset aplikasi apaan ini, saran dari gua pindah ke tiktok shop/tokopedia aja",1,negatif,buset aplikasi apaan saran gua pindah tiktok shoptokopedia aja
GK jls bet ni aplikasi,1,negatif,gk jls bet ni aplikasi
"jelek ah, bye bye #sell Singapore",1,negatif,jelek ah bye bye sell singapore
males ngetik ulasan,5,positif,males ngetik ulasan
"apk nya jelek banget, ongkir mahal, ga worth it, gua mesen baju yg dateng sempak bapa' trs pas iklannya jgn trllu di iklanin plis ngeganggu bgt iklannya mna klo pencet tnda silang tu masuk ke apk nya ribetin tau ga.",1,negatif,apk nya jelek banget ongkir mahal ga worth it gua mesen baju yg dateng sempak bapa trs pas iklannya jgn trllu iklanin plis ngeganggu bgt iklannya mna klo pencet tnda silang tu masuk apk nya ribetin tau ga
okee,5,positif,okee
"saya sudah memasukan jenis kelamin saya perempuan tapi yang tertulis di aplikasi, nya saya pria",3,netral,sudah memasukan jenis kelamin perempuan yang tertulis aplikasi nya pria
"halo min shope indonesia mohon maaf sblumnya karena sya ksi yg rendah soalnya iklan di shope itu benar"" ngeganggu gpp klw cumn skli dua kali saja tapi ini di smua aplikasi pasti iklan shope muncul trus dan kdang otomatis masuk ke akun shope nya yang tadi kita ngedit atau shrool sesuatu krna tiba"" ada iklan shope jdi hilang dan itu sdh beberapa kali ya min",2,negatif,halo min shope indonesia mohon maaf sblumnya sya ksi yg rendah soalnya iklan shope benar ngeganggu gpp klw cumn skli kali tapi di smua aplikasi iklan shope muncul trus kdang otomatis masuk akun shope nya tadi ngedit shrool krna tiba iklan shope jdi hilang itu sdh beberapa kali min
"barang nya kadang ad yg slah, beli apa di kirimnya apaan, hadehhh",1,negatif,barang nya kadang ad yg slah beli apa kirimnya apaan hadehhh
leg parah jir,1,negatif,leg parah jir
terbaik sekali,5,positif,terbaik sekali
"kualitas jelek, burik , wajar karna negara seupil",1,negatif,kualitas jelek burik  wajar karna negara seupil
well,1,negatif,well
seru banget belanda di situ hemat dan praktis,5,positif,seru banget belanda situ hemat praktis
sering ada pembatalan sistem pembelian,1,negatif,sering pembatalan sistem pembelian
kenapa ga bisa yah,1,negatif,ga yah
gada akun ff,1,negatif,gada akun ff
barang sering tidak sesuai pesanan,1,negatif,barang sering sesuai pesanan
"hama iklan dah kaya virus, bikin hp ngelag",1,negatif,hama iklan dah kaya virus bikin hp ngelag
BOIKOT BOIKOT SEMUA BOIKUT HAPUS SHOPEE,5,positif,boikot boikot semua boikut hapus shopee
sampah,1,negatif,sampah
sell singapur,1,negatif,sell singapur
ok,5,positif,
"pengiriman lama, kadang tiba2 suka eror",2,negatif,pengiriman lama kadang tiba suka eror
beda harga sma harga beli pas awal beli 50k pas datang malah 90k kta kurirnya di shope nya 90k pdlan gw ksi tunjuk riwayatnya 50k busyet bgt,1,negatif,beda harga sma harga beli pas awal beli k pas datang malah k kta kurirnya shope nya k pdlan gw ksi tunjuk riwayatnya k busyet bgt
"iklannya ngeganggu di beberapa apk, bikin susah, apalagi di wattpad, gaada angin gaada hujan malah masuk shopee",1,negatif,iklannya ngeganggu beberapa apk bikin susah di wattpad gaada angin gaada hujan malah masuk shopee
mending ttk shop.,1,negatif,mending ttk shop
"jelek, jaringan lancar padahal. aneh",1,negatif,jelek jaringan lancar padahal aneh
banyak iklan,1,negatif,banyak iklan
"gaje ni apk,rayap trnyata",1,negatif,gaje ni apkrayap trnyata
aplikasinya sangat membantu untuk belanja online.,5,positif,aplikasinya sangat membantu belanja online
burukkkkkkkk,1,negatif,burukkkkkkkk
"jlek bgt apk nya jierrr, ongkir nya yang ngotak dikit donggg",1,negatif,jlek bgt apk nya jierrr ongkir nya ngotak dikit donggg
ongkir mahal,1,negatif,ongkir mahal
sangat jelek banyak iklan,1,negatif,sangat jelek banyak iklan
"Kok pas diupdate trus masuk ke apknya ada tulisan "" ups, halaman sedang dalam perbaikan. Mohon tunggu sebentar"" mulu ya?? trus pas balik lagi masih tetep gituu, mohon develop segera perbaiki ya, soalnya ngeganggu bangett🙏",1,negatif,kok pas diupdate trus masuk apknya tulisan  ups halaman sedang perbaikan mohon tunggu sebentar mulu trus pas balik masih tetep gituu mohon develop segera perbaiki soalnya ngeganggu bangett
pengantaran lambat di proses,1,negatif,pengantaran lambat proses
gak bisa shoppefood😌,1,negatif,gak shoppefood
aplikasi jelek jangan di donwload lagi dah gw beli HP datang nya batu😭😹,1,negatif,aplikasi jelek jangan donwload dah gw beli hp datang nya batu
sangat membantu untuk yg mau beli apa apa tapi ga punya kendaraan seperti saya😇,5,positif,sangat membantu yg mau beli apa apa ga punya kendaraan saya
aku setiap hari kehapos,1,negatif,aku hari kehapos
jelek,1,negatif,jelek
mantap,1,negatif,mantap
jelek,1,negatif,jelek
"bnyak kekurangan nya ini aplikasi 1. ui terlalu ramai membuat scrolling terasa berat 2. ui nya terlihat amatir 3. baru pertama kali buka, malah langsung ke live 4. video di halaman sering terputar otomatis, itu mengganggu dan bisa bikin data internet boros 5. iklan aplikasi terlalu banyak",1,negatif,bnyak kekurangan nya aplikasi  ui terlalu ramai membuat scrolling terasa berat  ui nya terlihat amatir  baru pertama kali buka malah langsung live  video halaman sering terputar otomatis mengganggu bisa bikin data internet boros  iklan aplikasi terlalu banyak
"aplikasi gajelas iklannya terlalu dilebih-lebihkan ngasih vouchernya juga ga seberapa gw ngasih bintang 5 supaya ulasan gw muncul paling atas. #UNINSTAL SHOOPE KALO KALIAN MAU RUPIAH NAIKK! APK BELANJA BUKAN SHOOPE DOANGG, SELL SINGAPORE BUY INDONESIA",5,positif,aplikasi gajelas iklannya terlalu dilebihlebihkan ngasih vouchernya ga seberapa gw ngasih bintang  ulasan gw muncul paling atas uninstal shoope kalo kalian mau rupiah naikk apk belanja bukan shoope doangg sell singapore buy indonesia
get out,1,negatif,get out
SELL SINGAPORE!! 🔥✊✊,1,negatif,sell singapore 
jelek,1,negatif,jelek
SELLSINGAPORE!!,1,negatif,sellsingapore
beli barang di shopee banyak kecewanya kapok,1,negatif,beli barang shopee banyak kecewanya kapok
sekarang shopee pengiriman barang nya lebih lambat..,1,negatif,sekarang shopee pengiriman barang nya lebih lambat
"mesen barang tiba' dibatalin, terus pengirimannya lama",3,netral,mesen barang tiba dibatalin terus pengirimannya lama
puas,5,positif,puas
oengiriman lelet banget sumpah paket malah di diamkn beberapa hari tdk dikirim bgtu pdhl dh tanggal estiminasinya,1,negatif,oengiriman lelet banget sumpah paket malah diamkn beberapa hari tdk dikirim bgtu pdhl dh tanggal estiminasinya
aplikasi judi online ini mahhh muncul iklan terua,1,negatif,aplikasi judi online mahhh muncul iklan terua
mantap,5,positif,mantap
Keren,1,negatif,keren
keren,1,negatif,keren
"iklan lu benerin jir, hp gw sampe lag, gak ush bikin tanda silang palsu!!",1,negatif,iklan lu benerin jir hp gw sampe lag gak ush bikin tanda silang palsu
"busuk, ""BOIKOT SEELSINGAPUR""",1,negatif,busuk boikot seelsingapur
sell singapure buy Indonesia,1,negatif,sell singapure buy indonesia
lama banget nyampe nya,1,negatif,lama banget nyampe nya
mantap banget,5,positif,mantap banget
"liat loklok ataapapun itu mesti sponsor nya shpee mulu ga buka tetep kebuka,sering beli juga sering ketipu dan ga bisa pegembalian dana ngeselin la sering ketipu",1,negatif,liat loklok ataapapun mesti sponsor nya shpee mulu ga buka tetep kebukasering beli sering ketipu ga pegembalian dana ngeselin la sering ketipu
jelek ga suka,1,negatif,jelek ga suka
"tolong untuk kurir pengiriman ke alamat itu chat penerima paket dulu untuk konfirmasi paketnya, soalnya kemarin saya sama sekali gak dihubungi kurir dan tiba2 paket sudah diterima, setelah saya cek ternyata bukan rumah saya dan saya harus tanya2 dan jauh banget sampai puluhan rumah dari rumah saya. ini sepele tapi bikin jengkel karna terkesan meremehkan penerima",1,negatif,kurir pengiriman alamat chat penerima paket dulu untuk konfirmasi paketnya soalnya kemarin sama sekali gak dihubungi kurir tiba paket diterima cek ternyata bukan rumah harus tanya dan jauh banget puluhan rumah rumah saya ini sepele bikin jengkel karna terkesan meremehkan penerima
mantap,5,positif,mantap
mantap sekali yg pembikin shopee,5,positif,mantap sekali yg pembikin shopee
ga enak belanja di Shopee sekarang,1,negatif,ga enak belanja shopee sekarang
Barang yg di jual tidak sesuai deskripsi,1,negatif,barang yg jual sesuai deskripsi
"boikot , pindah ke sebelah . CINTAI PRODUK DALAM NEGERI !!",1,negatif,boikot  pindah sebelah  cintai produk negeri 
"Bagus tapi pas ada perayaan 12.12 kemaren mau ngambil ipone nya cepat banget habis nya ,belum 1 detik dah habis,orang kebanyakan pakai bot curang🤦🏼‍♂️🙏🏻",1,negatif,bagus pas perayaan  kemaren mau ngambil ipone nya cepat banget habis nya  detik dah habisorang kebanyakan pakai bot curang
👎,1,negatif,
untuk tanah airku,1,negatif,tanah airku
klo beli kerudung di shopee jelek kualitasnya engga bgt njs pas dateng pet krudungnya tipis bgt🤭😹,1,negatif,klo beli kerudung shopee jelek kualitasnya engga bgt njs pas dateng pet krudungnya tipis bgt
